,Neighborhood,Bank Name,Bank Lat,Bank Long
4546,Glendale,Bank of America Financial Center,34.1800167,-118.3090711
4547,Glendale,Comerica Bank,34.153748,-118.2554439
4548,Glendale,Comerica Bank,34.1880623,-118.3180549
4549,Glendale,Bank of America Financial Center,34.05337220000001,-118.2536673
4550,Glendale,U.S. Bank Branch,34.0700012,-118.2909396
4551,Glendale,Comerica Bank,34.1880623,-118.3180549
4552,Glendale,Comerica Bank,34.0983504,-118.3256614
4553,Glendale,Wells Fargo Bank,34.1544206,-118.2554305
4554,Glendale,Chase Bank,34.13942000000001,-118.213903
4555,Glendale,Wells Fargo Bank,34.0528456,-118.2519156
4556,Glendale,Wells Fargo Bank,34.108791,-118.2877605
4557,Glendale,Us Metro Bank,34.0613691,-118.3012045
4558,Glendale,Chase Bank,34.180189,-118.310118
4559,Glendale,Citibank,34.135998,-118.15386
4560,Glendale,Citibank,34.06155299999999,-118.301188
4561,Glendale,Bank of America Financial Center,34.1022937,-118.2921733
4562,Glendale,Bank of America Financial Center,34.14332349999999,-118.25538
4563,Glendale,Bank of America Financial Center,34.0732908,-118.2166149
4564,Glendale,Bank of America Financial Center,34.1258177,-118.2562712
4565,Glendale,Mc Morgan & Co,34.1524629,-118.3378696
4566,Glendale,Citibank,34.076056,-118.291344
4567,Glendale,U.S. Bank Branch,34.1550701,-118.254581
4568,Glendale,Citibank,34.09785730000001,-118.2985192
4569,Glendale,Citibank,34.1572887,-118.2547382
4570,Glendale,United Labor Bank,34.1513595,-118.2546152
4571,Glendale,Wells Fargo Bank,34.1418678,-118.2332888
4572,Glendale,Citibank,34.1048645,-118.2876414
4573,Glendale,Financial Bank Card Services,34.0613935,-118.2931958
4574,Glendale,Wells Fargo Bank,34.1485127,-118.2477356
4575,Glendale,Chase Bank,34.1625447,-118.3131322
4576,Glendale,East West Bank,34.1536398,-118.2575776
4577,Glendale,Bank of America Financial Center,34.16868399999999,-118.3439935
4578,Glendale,Bank of America Financial Center,34.1663082,-118.2881541
4579,Glendale,Bank of America Financial Center,34.14832800000001,-118.246609
4580,Glendale,Bank of America Financial Center,34.06364109999999,-118.2373579
4581,Glendale,Chase Bank,34.098327,-118.326253
4582,Glendale,East West Bank,34.0737872,-118.2154473
4583,Glendale,HomeStreet Bank,34.09184689999999,-118.2913323
4584,Glendale,Bank of America Financial Center,34.1485825,-118.3426792
4585,Glendale,Wells Fargo Bank,34.1370437,-118.1896037
4586,Glendale,Bank of America Financial Center,34.1006779,-118.2589207
4587,Glendale,Wells Fargo Bank,34.1866306,-118.3160391
4588,Glendale,First Citizens Bank,34.15554729999999,-118.2585268
4589,Glendale,Bank of America Financial Center,34.1397189,-118.2156011
4590,Glendale,Bank of America Financial Center,34.15456349999999,-118.3456013
4591,Glendale,Foothill Federal Credit Union,34.127378,-117.829297
4592,Glendale,Citibank,34.087616,-117.889887
4593,Glendale,Citibank,34.106929,-117.857082
4594,Glendora,Bank of America Financial Center,34.1179454,-117.7773754
4595,Glendora,Pacific Western Bank,34.1303109,-117.8719884
4596,Glendora,Wells Fargo Bank,34.0715549,-117.9236757
4597,Glendora,Chase Bank,34.12839700000001,-117.881727
4598,Glendora,Union Bank,34.12898229999999,-117.8730977
4599,Glendora,"Dominic Gonzalez-American Financial Network, Inc.",34.1157729,-117.8739511
4600,Glendora,Bank of America Financial Center,34.0704508,-117.9272167
4601,Glendora,Bank of the West,34.0757165,-117.8898327
4602,Glendora,Wells Fargo Bank,34.1283917,-117.873551
4603,Glendora,Wells Fargo Bank,34.1337904,-117.9072777
4604,Glendora,Wells Fargo Bank,34.1171252,-117.7751863
4605,Glendora,Bank of America Financial Center,34.1070067,-117.8082226
4606,Glendora,Wells Fargo Bank,34.086551,-117.8886023
4607,Glendora,Chase Bank,34.128815,-117.828724
4608,Glendora,Bank of America Financial Center,34.1332104,-117.9065462
4609,Glendora,Bank of America Financial Center,34.1363207,-117.8661701
4610,Glendora,U.S. Bank Branch,34.11447939999999,-117.7674354
4611,Glendora,Bank of America Financial Center,34.1070331,-117.8473066
4612,Glendora,U.S. Bank Branch,34.1069302,-117.805177
4613,Glendora,Foothill Federal Credit Union,34.0967099,-117.8894431
4614,Glendora,Cardtronics ATM,34.1120216,-117.826417
4615,Glendora,Wells Fargo Bank,34.1070254,-117.8255283
4616,Glendora,Chase Bank,34.0724953,-117.8303285
4617,Glendora,ATM (Bank of America),34.1333341,-117.9065802
4618,Glendora,U.S. Bank Branch,34.12482289999999,-117.8729917
4619,Glendora,Pacific Western Bank,34.0690851,-117.9265962
4620,Glendora,Check Into Cash,34.090686,-117.908272
4621,Glendora,Banking Equipment,34.1019689,-117.824382
4622,Glendora,OneWest Bank,34.12844819999999,-117.8730112
4623,Glendora,OneWest Bank,34.07416729999999,-117.8816342
4624,Glendora,Chase Bank,34.078804,-117.908074
4625,Glendora,Bank of America Advanced Center,34.1402128,-117.9548071
4626,Glendora,Check Into Cash,34.107733,-117.8240918
4627,Glendora,AltaPacific Bank,34.1142782,-117.872923
4628,Glendora,Wells Fargo Bank,34.0868426,-117.9090179
4629,Glendora,California Bank & Trust,34.13324890000001,-117.9325333
4630,Glendora,Bank of the West,34.068055,-117.925181
4631,Glendora,Opus Bank,34.0796389,-117.8722032
4632,Glendora,First California Bank,34.106524,-117.9399738
4633,Glendora,HomeStreet Bank Home Loan Center,34.1389182,-117.8650887
4634,Glendora,HomeStreet Bank and Affinity Lending Center,34.1273232,-117.8721218
4635,Glendora,Wells Fargo Bank,34.1279066,-117.8293294
4636,Glendora,Chase Bank,34.1331763,-117.908417
4637,Glendora,Bank of the West,34.1131369,-117.8284625
4638,Glendora,U.S. Bank Branch,34.09785289999999,-117.8735779
4639,Glendora,Chase Bank,34.1070521,-117.8270116
4640,Glendora,ATM Walgreens Store 5797,34.1057705,-117.8284558
4641,Glendora,ATM Wal-mart,34.102901,-117.9091355
4642,Glendora,Citizens Business Bank,34.0864649,-117.870832
4643,Glendora,Chase Bank,34.070057,-117.926452
4644,Glendora,U.S. Bank ATM - San Dimas - Albertsons,34.1059531,-117.8037043
4645,Glendora,California Credit Union,34.0745548,-117.880872
4646,Glendora,Chase Bank,34.074966,-117.886661
4647,Glendora,Pacific Western Bank,34.106524,-117.9399738
4648,Glendora,Cathay Bank,34.0701555,-117.8884011
4649,Glendora,"INSURANCE - Auto, Home, Life, Health, Bank",34.119482,-117.782162
4650,Glendora,Bank of America Financial Center,34.0749459,-117.883529
4651,Glendora,Check Into Cash,34.016585,-118.335599
4652,Glendora,Chase Bank,34.0223091,-118.2803542
4653,Glendora,Citibank,33.930671,-118.325304
4654,Gramercy Park,Comerica Bank,33.9024386,-118.3820322
4655,Gramercy Park,Citibank,34.02253599999999,-118.292228
4656,Gramercy Park,Bank of America Financial Center,33.9791229,-118.2255703
4657,Gramercy Park,Citibank,33.9444807,-118.2102224
4658,Gramercy Park,Citibank,33.974486,-118.224901
4659,Gramercy Park,Wells Fargo Bank,34.0256506,-118.2698362
4660,Gramercy Park,Wells Fargo Bank,33.93179799999999,-118.3268541
4661,Gramercy Park,Bank of America Financial Center,33.91838389999999,-118.3531803
4662,Gramercy Park,Wells Fargo Bank,33.9745107,-118.2550169
4663,Gramercy Park,Bank of America Financial Center,33.8903633,-118.3015358
4664,Gramercy Park,Hanmi Bank,33.8872642,-118.3137235
4665,Gramercy Park,Bank of America Financial Center,33.8714194,-118.3257711
4666,Gramercy Park,Citibank,33.957019,-118.395785
4667,Gramercy Park,Citibank,33.8630337,-118.3094401
4668,Gramercy Park,Chase Bank,33.960263,-118.292986
4669,Gramercy Park,Chase Bank,33.97450399999999,-118.225496
4670,Gramercy Park,State Farm: Wanza Tolliver,33.8931467,-118.3267108
4671,Gramercy Park,Citibank,33.892471,-118.29803
4672,Gramercy Park,Bank of America Financial Center,33.9925087,-118.3958173
4673,Gramercy Park,Chase Bank,33.989866,-118.29182
4674,Gramercy Park,Citibank,33.943907,-118.245839
4675,Gramercy Park,Citibank,33.917167,-118.351245
4676,Gramercy Park,U.S. Bank Branch,33.9606996,-118.3487516
4677,Gramercy Park,Union Bank,33.8870786,-118.3088067
4678,Gramercy Park,Chase Bank,33.92341,-118.395946
4679,Gramercy Park,Wells Fargo Bank,33.90248999999999,-118.2526436
4680,Gramercy Park,Wells Fargo Bank,34.0080184,-118.3369707
4681,Gramercy Park,Bank of America Financial Center,33.90163979999999,-118.2744516
4682,Gramercy Park,Chase Bank,33.97752699999999,-118.372361
4683,Gramercy Park,Union Bank,33.9161142,-118.3530166
4684,Gramercy Park,Wells Fargo Bank,33.9091172,-118.3531085
4685,Gramercy Park,U.S. Bank Branch,33.9443019,-118.3305509
4686,Gramercy Park,Wells Fargo Bank,33.97816280000001,-118.3736596
4687,Gramercy Park,Bank of America Financial Center,33.9901757,-118.2911404
4688,Gramercy Park,Chase Bank,34.003233,-118.332167
4689,Gramercy Park,Bank of America Financial Center,33.9603982,-118.277923
4690,Gramercy Park,Bank of America Financial Center,33.9424708,-118.253713
4691,Gramercy Park,Bank of America Financial Center,33.9745068,-118.2342222
4692,Gramercy Park,Wells Fargo Bank,33.99697749999999,-118.3942644
4693,Gramercy Park,OneUnited Bank,34.020259,-118.335444
4694,Gramercy Park,Broadway Federal Bank,34.0108791,-118.2830788
4695,Gramercy Park,U.S. Bank Branch,33.9568165,-118.3964672
4696,Gramercy Park,Bank of America Financial Center,33.98162089999999,-118.2647678
4697,Gramercy Park,Chase Bank,33.917469,-118.353109
4698,Gramercy Park,Chase Bank,33.872582,-118.296432
4699,Gramercy Park,Bank of America Financial Center,34.0130826,-118.3355384
4700,Gramercy Park,Bank of America Financial Center,34.02710019999999,-118.277078
4701,Gramercy Park,Bank of America Financial Center,33.9882625,-118.2257074
4702,Gramercy Park,U.S. Bank Branch,33.8896862,-118.304413
4703,Gramercy Park,Wells Fargo Bank,33.9589078,-118.3516802
4704,Gramercy Park,City National Bank Branch,33.9022669,-118.3835463
4705,Gramercy Park,Wells Fargo Bank,34.02258450000001,-118.3543597
4706,Gramercy Park,Bank of the West,33.886865,-118.37835
4707,Gramercy Park,Wells Fargo Bank,33.8726058,-118.3268094
4708,Gramercy Park,Bank of the West,33.888132,-118.309498
4709,Gramercy Park,Cardtronics ATM,33.926717,-118.3958737
4710,Gramercy Park,Chase Bank,33.987404,-118.224896
4711,Gramercy Park,Citibank,34.257227,-118.4982005
4712,Gramercy Park,Citibank,34.235257,-118.484515
4713,Gramercy Park,Citibank,34.27936,-118.442239
4714,Granada Hills,Wells Fargo Bank,34.2352037,-118.535731
4715,Granada Hills,Citibank,34.25685199999999,-118.581061
4716,Granada Hills,Wells Fargo Bank,34.2261575,-118.4489116
4717,Granada Hills,Bank of America Financial Center,34.2351019,-118.5523617
4718,Granada Hills,Chase Bank,34.273608,-118.501774
4719,Granada Hills,Union Bank,34.22133650000001,-118.446947
4720,Granada Hills,Cathay Bank,34.235209,-118.564022
4721,Granada Hills,U.S. Bank Branch,34.256727,-118.501532
4722,Granada Hills,Citibank,34.2735389,-118.5555693
4723,Granada Hills,Citibank,34.260291,-118.430541
4724,Granada Hills,HomeStreet Bank,34.2663575,-118.5231241
4725,Granada Hills,Bank of America Financial Center,34.23387539999999,-118.4662654
4726,Granada Hills,Union Bank,34.2759407,-118.5686726
4727,Granada Hills,Citibank,34.235062,-118.554028
4728,Granada Hills,Citibank,34.235669,-118.440129
4729,Granada Hills,Check Into Cash,34.23469599999999,-118.467006
4730,Granada Hills,Wells Fargo Bank,34.2651824,-118.5251718
4731,Granada Hills,Union Bank,34.23591890000001,-118.5531961
4732,Granada Hills,Bank of America Financial Center,34.22922800000001,-118.5020661
4733,Granada Hills,U.S. Bank ATM - Sylmar,34.3110117,-118.4344151
4734,Granada Hills,Wells Fargo Bank,34.2916655,-118.4303105
4735,Granada Hills,Wells Fargo Bank,34.2399163,-118.526252
4736,Granada Hills,Chase Bank,34.308641,-118.433487
4737,Granada Hills,Bank of Hope,34.254968,-118.537106
4738,Granada Hills,Wells Fargo Bank,34.2303023,-118.5618299
4739,Granada Hills,Chase Bank,34.28016,-118.441382
4740,Granada Hills,Wells Fargo Bank,34.2558287,-118.5795875
4741,Granada Hills,Bank of America Financial Center,34.25619299999999,-118.535344
4742,Granada Hills,Bank of America Financial Center,34.2574845,-118.4664974
4743,Granada Hills,Bank of America Financial Center,34.2710138,-118.501514
4744,Granada Hills,Wells Fargo Bank,34.2560714,-118.5026966
4745,Granada Hills,Citibank,34.200846,-118.531449
4746,Granada Hills,Chase Bank,34.264631,-118.523686
4747,Granada Hills,Bank of America Financial Center,34.3128465,-118.4368007
4748,Granada Hills,Bank of America Financial Center,34.22221990000001,-118.4481979
4749,Granada Hills,Chase Bank,34.235208,-118.536511
4750,Granada Hills,Wells Fargo Bank,34.27172,-118.49968
4751,Granada Hills,Chase Bank,34.258856,-118.466345
4752,Granada Hills,U.S. Bank Branch,34.2762307,-118.5636737
4753,Granada Hills,OneWest Bank,34.2291411,-118.5532259
4754,Granada Hills,Chase Bank,34.2090395,-118.5553028
4755,Granada Hills,Chase Bank,34.22453,-118.448351
4756,Granada Hills,U.S. Bank Branch,34.2095618,-118.5540388
4757,Granada Hills,Chase Bank,34.257757,-118.538642
4758,Granada Hills,Bank of America Financial Center,34.2358918,-118.583874
4759,Granada Hills,Check Into Cash,34.221142,-118.537484
4760,Granada Hills,Wells Fargo Bank,34.27514480000001,-118.5645705
4761,Granada Hills,Bank of America Financial Center,34.2575419,-118.5912531
4762,Granada Hills,Chase Bank,34.2589684,-118.5795029
4763,Granada Hills,Hanmi Bank,34.2561234,-118.5354921
4764,Granada Hills,U.S. Bank Branch,34.31097279999999,-118.4344278
4765,Granada Hills,Chase Bank,34.20796799999999,-118.507964
4766,Granada Hills,Bank of Hope,34.223077,-118.536521
4767,Granada Hills,Wells Fargo Bank,34.2748901,-118.4104799
4768,Granada Hills,OneWest Bank,34.2574969,-118.5801264
4769,Granada Hills,Check Into Cash,34.273147,-118.485271
4770,Granada Hills,Smart Savings Inc,34.2015164,-118.4741653
4771,Granada Hills,Chase Bank,34.0223091,-118.2803542
4772,Granada Hills,Check Into Cash,34.016585,-118.335599
4773,Granada Hills,Citibank,33.9444807,-118.2102224
4774,Green Meadows,HAB Bank,34.040711,-118.254527
4775,Green Meadows,Citibank,33.930671,-118.325304
4776,Green Meadows,Bank of America Financial Center,33.9791229,-118.2255703
4777,Green Meadows,Citibank,33.974486,-118.224901
4778,Green Meadows,Wells Fargo Bank,34.0256506,-118.2698362
4779,Green Meadows,Citibank,34.02253599999999,-118.292228
4780,Green Meadows,Pacific City Bank,34.0326836,-118.2508358
4781,Green Meadows,Wells Fargo Bank,33.93179799999999,-118.3268541
4782,Green Meadows,National Bank Services,34.04342159999999,-118.2573019
4783,Green Meadows,Wells Fargo Bank,33.9745107,-118.2550169
4784,Green Meadows,Citibank,33.968766,-118.165893
4785,Green Meadows,Hanmi Bank,34.0330296,-118.2527194
4786,Green Meadows,Chase Bank,33.97450399999999,-118.225496
4787,Green Meadows,Bank of America Financial Center,33.8903633,-118.3015358
4788,Green Meadows,Chase Bank,33.942992,-118.19687
4789,Green Meadows,Chase Bank,33.960263,-118.292986
4790,Green Meadows,Bank of America Financial Center,33.91838389999999,-118.3531803
4791,Green Meadows,Hanmi Bank,33.8872642,-118.3137235
4792,Green Meadows,Citibank,33.892471,-118.29803
4793,Green Meadows,Bank of America Financial Center,33.9426503,-118.1943156
4794,Green Meadows,Citibank,33.943907,-118.245839
4795,Green Meadows,Chase Bank,33.989866,-118.29182
4796,Green Meadows,Wells Fargo Bank,34.03366150000001,-118.2439367
4797,Green Meadows,Wells Fargo Bank,33.9305201,-118.2101493
4798,Green Meadows,Cardtronics ATM,33.8947517,-118.2208515
4799,Green Meadows,Wells Fargo Bank,33.90248999999999,-118.2526436
4800,Green Meadows,Bank of America Financial Center,33.97930970000001,-118.1864553
4801,Green Meadows,Wells Fargo Bank,34.0450747,-118.2633135
4802,Green Meadows,State Farm: Wanza Tolliver,33.8931467,-118.3267108
4803,Green Meadows,U.S. Bank Branch,33.9606996,-118.3487516
4804,Green Meadows,Bank of America Financial Center,33.9309772,-118.20839
4805,Green Meadows,Bank of America Financial Center,33.90163979999999,-118.2744516
4806,Green Meadows,Bank of America Financial Center,33.9882625,-118.2257074
4807,Green Meadows,Wells Fargo Bank,34.002041,-118.2249364
4808,Green Meadows,Bank of America Financial Center,33.9745068,-118.2342222
4809,Green Meadows,Bank of America Financial Center,33.9901757,-118.2911404
4810,Green Meadows,Bank of America Financial Center,33.9603982,-118.277923
4811,Green Meadows,Bank of America Financial Center,34.02710019999999,-118.277078
4812,Green Meadows,Chase Bank,33.987404,-118.224896
4813,Green Meadows,U.S. Bank Branch,33.9443019,-118.3305509
4814,Green Meadows,Hanmi Bank,34.0395495,-118.2553084
4815,Green Meadows,Bank of America Financial Center,33.9424708,-118.253713
4816,Green Meadows,Union Bank,33.8870786,-118.3088067
4817,Green Meadows,Chase Bank,33.977808,-118.188309
4818,Green Meadows,Broadway Federal Bank,34.0108791,-118.2830788
4819,Green Meadows,Citibank,33.917167,-118.351245
4820,Green Meadows,Chase Bank,34.003233,-118.332167
4821,Green Meadows,Soft Bankcard Services,34.0304042,-118.2544382
4822,Green Meadows,Bank of America Financial Center,33.98162089999999,-118.2647678
4823,Green Meadows,Wells Fargo Bank,34.0080184,-118.3369707
4824,Green Meadows,Bank of the West,33.907239,-118.20906
4825,Green Meadows,Check Into Cash,33.93410799999999,-118.212112
4826,Green Meadows,U.S. Bank Branch,34.0319442,-118.2908122
4827,Green Meadows,Wells Fargo Bank,33.9589078,-118.3516802
4828,Green Meadows,U.S. Bank Branch,33.8896862,-118.304413
4829,Green Meadows,Union Bank,33.9161142,-118.3530166
4830,Green Meadows,Chase Bank,33.98281499999999,-118.248247
4831,Green Meadows,Citibank,34.15267199999999,-118.257683
4832,Green Meadows,Citibank,34.1850474,-118.3092933
4833,Green Meadows,California Credit Union,34.1570849,-118.2557748
4834,Griffith Park,Us Metro Bank,34.0613691,-118.3012045
4835,Griffith Park,Citibank,34.101685,-118.258837
4836,Griffith Park,Citibank,34.06155299999999,-118.301188
4837,Griffith Park,Wells Fargo Bank,34.16723450000001,-118.3757535
4838,Griffith Park,Union Bank,34.1516141,-118.2547659
4839,Griffith Park,Wells Fargo Bank,34.1181361,-118.2601005
4840,Griffith Park,OneWest Bank,34.1867395,-118.3180576
4841,Griffith Park,East West Bank,34.1023666,-118.2587086
4842,Griffith Park,Union Bank,34.1791572,-118.3012998
4843,Griffith Park,U.S. Bank Branch,34.0700012,-118.2909396
4844,Griffith Park,Chase Bank,34.099983,-118.291231
4845,Griffith Park,Wells Fargo Bank,34.0992767,-118.2914425
4846,Griffith Park,Comerica Bank,34.0983504,-118.3256614
4847,Griffith Park,Union Bank,34.1196735,-118.2595293
4848,Griffith Park,Bank of America Financial Center,34.1800167,-118.3090711
4849,Griffith Park,Comerica Bank,34.1880623,-118.3180549
4850,Griffith Park,Financial Bank Card Services,34.0613935,-118.2931958
4851,Griffith Park,Citibank,34.13760499999999,-118.214984
4852,Griffith Park,Comerica Bank,34.153748,-118.2554439
4853,Griffith Park,Comerica Bank,34.06197909999999,-118.3057112
4854,Griffith Park,Wells Fargo Bank,34.1544206,-118.2554305
4855,Griffith Park,Bank of America Financial Center,34.05337220000001,-118.2536673
4856,Griffith Park,Wells Fargo Bank,34.108791,-118.2877605
4857,Griffith Park,Chase Bank,34.13942000000001,-118.213903
4858,Griffith Park,Chase Bank,34.180189,-118.310118
4859,Griffith Park,Bank of America Financial Center,34.1022937,-118.2921733
4860,Griffith Park,Wells Fargo Bank,34.0978132,-118.3639095
4861,Griffith Park,Bank of America Financial Center,34.14332349999999,-118.25538
4862,Griffith Park,Mc Morgan & Co,34.1524629,-118.3378696
4863,Griffith Park,Citibank,34.076056,-118.291344
4864,Griffith Park,Bank of Hope,34.061537,-118.303823
4865,Griffith Park,Wells Fargo Bank,34.0934705,-118.3447534
4866,Griffith Park,Bank of America Financial Center,34.16868399999999,-118.3439935
4867,Griffith Park,Bank of America Financial Center,34.1615692,-118.372948
4868,Griffith Park,Hanmi Bank,34.0546482,-118.2918209
4869,Griffith Park,Bank of America Financial Center,34.1258177,-118.2562712
4870,Griffith Park,Hanmi Bank,34.0557129,-118.3088892
4871,Griffith Park,Comerica Bank,34.1880623,-118.3180549
4872,Griffith Park,HSBC Bank,34.0629145,-118.3088463
4873,Griffith Park,Citibank,34.09785730000001,-118.2985192
4874,Griffith Park,Chase Bank,34.062098,-118.351239
4875,Griffith Park,U.S. Bank Branch,34.1550701,-118.254581
4876,Griffith Park,Wells Fargo Bank,34.0600267,-118.3084788
4877,Griffith Park,Citibank,34.1572887,-118.2547382
4878,Griffith Park,United Labor Bank,34.1513595,-118.2546152
4879,Griffith Park,Citibank,34.1048645,-118.2876414
4880,Griffith Park,Wells Fargo Bank,34.1418678,-118.2332888
4881,Griffith Park,Chase Bank,34.098327,-118.326253
4882,Griffith Park,Bank of Hope,34.0615995,-118.2918306
4883,Griffith Park,Chase Bank,34.1625447,-118.3131322
4884,Griffith Park,Wells Fargo Bank,34.1485127,-118.2477356
4885,Griffith Park,Comerica Bank,34.1433707,-118.3942991
4886,Griffith Park,East West Bank,34.1536398,-118.2575776
4887,Griffith Park,Citibank,34.143636,-118.39821
4888,Griffith Park,Bank of America Financial Center,34.1485825,-118.3426792
4889,Griffith Park,Chase Bank,34.1095935,-118.1923526
4890,Griffith Park,Bank of America Financial Center,34.15456349999999,-118.3456013
4891,Griffith Park,Comerica Bank,34.030087,-118.0128327
4892,Griffith Park,Citibank,33.990516,-117.917367
4893,Griffith Park,Royal Business Bank,33.9968907,-117.891059
4894,Hacienda Heights,Bank of America Financial Center,34.023954,-117.956298
4895,Hacienda Heights,Desert Community Bank,33.9967912,-117.8906382
4896,Hacienda Heights,Wells Fargo Bank,33.9768461,-118.0370477
4897,Hacienda Heights,Citibank,33.9459882,-117.9983486
4898,Hacienda Heights,East West Bank,33.9967912,-117.8906382
4899,Hacienda Heights,Wells Fargo Bank,34.0516916,-117.944427
4900,Hacienda Heights,Wells Fargo Bank,34.0216262,-117.958027
4901,Hacienda Heights,Citibank,33.9880808,-117.8927438
4902,Hacienda Heights,East West Bank,33.9878185,-117.9020742
4903,Hacienda Heights,Wells Fargo Bank,34.0715549,-117.9236757
4904,Hacienda Heights,Citibank,33.972397,-118.071784
4905,Hacienda Heights,Wells Fargo Bank,33.94999839999999,-118.0071724
4906,Hacienda Heights,Bank of America Financial Center,34.0704508,-117.9272167
4907,Hacienda Heights,Pacific Western Bank,33.9469933,-117.9992363
4908,Hacienda Heights,Bank of America Financial Center,34.03053659999999,-117.914007
4909,Hacienda Heights,Chase Bank,33.916976,-117.962086
4910,Hacienda Heights,E.SUN Commercial Bank (Los Angeles Branch),33.9922637,-117.9163369
4911,Hacienda Heights,Brickmason's Trust Funds,34.0300231,-118.0150492
4912,Hacienda Heights,American Continental Bank,33.9922637,-117.9163369
4913,Hacienda Heights,East West Bank,33.9863525,-117.8702119
4914,Hacienda Heights,Bank of America Financial Center,33.9961186,-117.9689695
4915,Hacienda Heights,Wells Fargo Bank,33.9176268,-117.9674739
4916,Hacienda Heights,CTBC Bank,33.9949894,-117.8961851
4917,Hacienda Heights,Bank of Whittier,33.94855030000001,-118.0037879
4918,Hacienda Heights,U.S. Bank ATM - La Habra - Albertsons,33.9385325,-117.9663613
4919,Hacienda Heights,U.S. Bank Branch,33.93845750000001,-117.9664436
4920,Hacienda Heights,Check Into Cash,33.932884,-117.916409
4921,Hacienda Heights,Bank of the West,34.030023,-118.0099172
4922,Hacienda Heights,U.S. Bank Branch,33.9624808,-118.0309135
4923,Hacienda Heights,Bank of America Financial Center,33.9758413,-118.0377288
4924,Hacienda Heights,Bank of the West,33.98776299999999,-117.889029
4925,Hacienda Heights,First General Bank,33.9858273,-117.8882591
4926,Hacienda Heights,State Farm: Bill M Coats,33.91868509999999,-118.0125391
4927,Hacienda Heights,Bank of America Financial Center,33.9401842,-118.0451841
4928,Hacienda Heights,Bank of Hope,33.98731399999999,-117.889601
4929,Hacienda Heights,Pacific Western Bank,34.0690851,-117.9265962
4930,Hacienda Heights,East West Bank,33.99215100000001,-117.9312856
4931,Hacienda Heights,First Commercial Bank (USA),33.9949962,-117.8945777
4932,Hacienda Heights,Union Bank,33.9903703,-117.9137889
4933,Hacienda Heights,Chase Bank,34.018692,-117.864744
4934,Hacienda Heights,HSBC Bank,33.9882421,-117.9058933
4935,Hacienda Heights,Cathay Bank,33.9898556,-117.926316
4936,Hacienda Heights,Universal Bank,34.0186352,-117.8894304
4937,Hacienda Heights,Wells Fargo Bank,34.034836,-117.9117382
4938,Hacienda Heights,Popular Community Bank,33.94816,-118.003037
4939,Hacienda Heights,Union Bank,33.9390752,-117.9675109
4940,Hacienda Heights,Friendly Hills Bank,33.94276379999999,-117.9885821
4941,Hacienda Heights,Chase Bank,33.989331,-117.933236
4942,Hacienda Heights,Cathay Bank,33.9958905,-117.9046319
4943,Hacienda Heights,OneWest Bank,33.9937049,-117.9691441
4944,Hacienda Heights,Pacific Mercantile Bank,33.939006,-117.963296
4945,Hacienda Heights,First Bank,33.9953119,-117.8907593
4946,Hacienda Heights,First Choice Bank,33.9897779,-117.9253785
4947,Hacienda Heights,OneWest Bank,34.0243856,-117.9567977
4948,Hacienda Heights,Bank of the West,34.068055,-117.925181
4949,Hacienda Heights,Bank of the West,33.9165695,-117.9679848
4950,Hacienda Heights,Pacific City Bank,33.9883362,-117.9077183
4951,Hacienda Heights,U.S. Bank Branch,34.05108010000001,-118.2543526
4952,Hacienda Heights,Chase Bank,34.065026,-118.376479
4953,Hacienda Heights,HAB Bank,34.040711,-118.254527
4954,Hancock Park,Bank of America Financial Center,34.05337220000001,-118.2536673
4955,Hancock Park,Check Into Cash,34.016585,-118.335599
4956,Hancock Park,Us Metro Bank,34.0613691,-118.3012045
4957,Hancock Park,Wells Fargo Bank,34.0528456,-118.2519156
4958,Hancock Park,Chase Bank,34.063172,-118.366198
4959,Hancock Park,Citibank,34.06155299999999,-118.301188
4960,Hancock Park,Citibank,34.067291,-118.3981734
4961,Hancock Park,DBS Bank,34.04946919999999,-118.2607851
4962,Hancock Park,Ameri Money Bank,34.05108010000001,-118.2543526
4963,Hancock Park,Check Into Cash,34.02066200000001,-118.404567
4964,Hancock Park,Wells Fargo Bank,34.0492187,-118.2570021
4965,Hancock Park,Chase Bank,34.0223091,-118.2803542
4966,Hancock Park,National Bank Services,34.04342159999999,-118.2573019
4967,Hancock Park,Citibank,34.101685,-118.258837
4968,Hancock Park,Chase Bank,34.062098,-118.351239
4969,Hancock Park,First Foundation Bank,34.048012,-118.258888
4970,Hancock Park,Capital Factors,34.0480519,-118.258582
4971,Hancock Park,United Mizrahi Bank Ltd,34.0494005,-118.258608
4972,Hancock Park,HSBC Bank,34.0685011,-118.4061058
4973,Hancock Park,Chase Bank,34.067338,-118.3997
4974,Hancock Park,Financial Bank Card Services,34.0613935,-118.2931958
4975,Hancock Park,U.S. Bank Branch,34.0700012,-118.2909396
4976,Hancock Park,Wells Fargo Bank,34.0621933,-118.4147585
4977,Hancock Park,Citibank,34.05186699999999,-118.255289
4978,Hancock Park,Bank Sino Pac,34.05222139999999,-118.2528213
4979,Hancock Park,Chase Bank,34.067301,-118.393829
4980,Hancock Park,Chase Bank,34.051458,-118.253578
4981,Hancock Park,Pacific Western Bank,34.0609111,-118.4147379
4982,Hancock Park,Comerica Bank,34.06197909999999,-118.3057112
4983,Hancock Park,Taiwan Business Bank,34.0511203,-118.2543221
4984,Hancock Park,Citibank,34.02253599999999,-118.292228
4985,Hancock Park,East West Bank,34.1023666,-118.2587086
